Year,Garnizon,Total,Age,Suicides,Result
2002,KWP Gorzów Wielk.,243,13-18,16,Attempted
2002,KWP Łódź,385,13-18,20,Attempted
2002,KWP Kraków,640,13-18,32,Attempted
2002,KWP Radom,393,13-18,18,Attempted
2002,KWP Opole,157,13-18,14,Attempted
2002,KWP Rzeszów,370,13-18,15,Attempted
2002,KWP Białystok,242,13-18,16,Attempted
2002,KWP Gdańsk,391,13-18,15,Attempted
2002,KWP Katowice,643,13-18,36,Attempted
2002,KWP Kielce,206,13-18,11,Attempted
2002,KWP Olsztyn,267,13-18,15,Attempted
2002,KWP Poznań,617,13-18,40,Attempted
2002,KWP Szczecin,311,13-18,22,Attempted
2002,KSP Warszawa,129,13-18,4,Attempted
2002,Polska,5928,13-18,320,Attempted
2003,KWP Wrocław,420,13-18,20,Attempted
2003,KWP Bydgoszcz,199,13-18,10,Attempted
2003,KWP Lublin,399,13-18,24,Attempted
2003,KWP Gorzów Wielk.,180,13-18,17,Attempted
2003,KWP Łódź,335,13-18,13,Attempted
2003,KWP Kraków,481,13-18,20,Attempted
2003,KWP Radom,336,13-18,13,Attempted
2003,KWP Opole,159,13-18,10,Attempted
2003,KWP Rzeszów,258,13-18,15,Attempted
2003,KWP Białystok,259,13-18,13,Attempted
2003,KWP Gdańsk,321,13-18,12,Attempted
2003,KWP Katowice,667,13-18,46,Attempted
2003,KWP Kielce,185,13-18,5,Attempted
2003,KWP Olsztyn,235,13-18,14,Attempted
2003,KWP Poznań,511,13-18,28,Attempted
2003,KWP Szczecin,331,13-18,21,Attempted
2003,KSP Warszawa,191,13-18,6,Attempted
2003,Polska,5467,13-18,287,Attempted
2004,KWP Wrocław,450,13-18,23,Attempted
2004,KWP Bydgoszcz,361,13-18,28,Attempted
2004,KWP Lublin,415,13-18,29,Attempted
2004,KWP Gorzów Wielk.,211,13-18,16,Attempted
2004,KWP Łódź,382,13-18,14,Attempted
2004,KWP Kraków,510,13-18,27,Attempted
2004,KWP Radom,336,13-18,16,Attempted
2004,KWP Opole,182,13-18,14,Attempted
2004,KWP Rzeszów,261,13-18,12,Attempted
2004,KWP Białystok,229,13-18,10,Attempted
2004,KWP Gdańsk,301,13-18,14,Attempted
2004,KWP Katowice,644,13-18,31,Attempted
2004,KWP Kielce,237,13-18,6,Attempted
2004,KWP Olsztyn,282,13-18,11,Attempted
2004,KWP Poznań,512,13-18,27,Attempted
2004,KWP Szczecin,288,13-18,27,Attempted
2004,KSP Warszawa,292,13-18,13,Attempted
2004,Polska,5893,13-18,318,Attempted
2005,KWP Wrocław,338,13-18,13,Attempted
2005,KWP Bydgoszcz,327,13-18,20,Attempted
2005,KWP Lublin,383,13-18,18,Attempted
2005,KWP Gorzów Wielk.,191,13-18,14,Attempted
2005,KWP Łódź,378,13-18,8,Attempted
2005,KWP Kraków,471,13-18,24,Attempted
2005,KWP Radom,364,13-18,19,Attempted
2005,KWP Opole,163,13-18,12,Attempted
2005,KWP Rzeszów,270,13-18,20,Attempted
2005,KWP Białystok,223,13-18,14,Attempted
2005,KWP Gdańsk,339,13-18,22,Attempted
2005,KWP Katowice,664,13-18,33,Attempted
2005,KWP Kielce,174,13-18,2,Attempted
2005,KWP Olsztyn,308,13-18,26,Attempted
2005,KWP Poznań,496,13-18,18,Attempted
2005,KWP Szczecin,272,13-18,22,Attempted
2005,KSP Warszawa,264,13-18,9,Attempted
2005,Polska,5625,13-18,294,Attempted
2006,KWP Wrocław,320,13-18,14,Attempted
2006,KWP Bydgoszcz,251,13-18,15,Attempted
2006,KWP Lublin,345,13-18,25,Attempted
2006,KWP Gorzów Wielk.,223,13-18,12,Attempted
2006,KWP Łódź,389,13-18,10,Attempted
2006,KWP Kraków,386,13-18,24,Attempted
2006,KWP Radom,312,13-18,14,Attempted
2006,KWP Opole,181,13-18,13,Attempted
2006,KWP Rzeszów,265,13-18,22,Attempted
2006,KWP Białystok,184,13-18,10,Attempted
2006,KWP Gdańsk,347,13-18,28,Attempted
2006,KWP Katowice,626,13-18,33,Attempted
2006,KWP Kielce,187,13-18,12,Attempted
2006,KWP Olsztyn,295,13-18,21,Attempted
2006,KWP Poznań,415,13-18,20,Attempted
2006,KWP Szczecin,234,13-18,16,Attempted
2006,KSP Warszawa,192,13-18,8,Attempted
2006,Polska,5152,13-18,297,Attempted
2007,KWP Wrocław,282,13-18,22,Attempted
2007,KWP Bydgoszcz,251,13-18,14,Attempted
2007,KWP Lublin,295,13-18,20,Attempted
2007,KWP Gorzów Wielk.,190,13-18,9,Attempted
2007,KWP Łódź,390,13-18,20,Attempted
2007,KWP Kraków,337,13-18,20,Attempted
2007,KWP Radom,301,13-18,17,Attempted
2007,KWP Opole,148,13-18,8,Attempted
2007,KWP Rzeszów,198,13-18,16,Attempted
2007,KWP Białystok,215,13-18,17,Attempted
2007,KWP Gdańsk,267,13-18,19,Attempted
2007,KWP Katowice,514,13-18,31,Attempted
2007,KWP Kielce,139,13-18,9,Attempted
2007,KWP Olsztyn,306,13-18,27,Attempted
2007,KWP Poznań,428,13-18,17,Attempted
2007,KWP Szczecin,221,13-18,19,Attempted
2007,KSP Warszawa,176,13-18,4,Attempted
2007,Polska,4658,13-18,289,Attempted
2008,KWP Wrocław,311,13-18,14,Attempted
2008,KWP Bydgoszcz,323,13-18,15,Attempted
2008,KWP Lublin,398,13-18,42,Attempted
2008,KWP Gorzów Wielk.,201,13-18,14,Attempted
2008,KWP Łódź,379,13-18,17,Attempted
2008,KWP Kraków,369,13-18,20,Attempted
2008,KWP Radom,487,13-18,23,Attempted
2008,KWP Opole,157,13-18,12,Attempted
2008,KWP Rzeszów,239,13-18,22,Attempted
2008,KWP Białystok,247,13-18,21,Attempted
2008,KWP Gdańsk,287,13-18,12,Attempted
2008,KWP Katowice,536,13-18,30,Attempted
2008,KWP Kielce,135,13-18,8,Attempted
2008,KWP Olsztyn,361,13-18,28,Attempted
2008,KWP Poznań,367,13-18,22,Attempted
2008,KWP Szczecin,226,13-18,18,Attempted
2008,KSP Warszawa,214,13-18,3,Attempted
2008,Polska,5237,13-18,321,Attempted
2009,KWP Wrocław,295,13-18,12,Attempted
2009,KWP Bydgoszcz,333,13-18,11,Attempted
2009,KWP Lublin,390,13-18,22,Attempted
2009,KWP Gorzów Wielk.,285,13-18,14,Attempted
2009,KWP Łódź,471,13-18,30,Attempted
2009,KWP Kraków,463,13-18,17,Attempted
2009,KWP Radom,452,13-18,28,Attempted
2009,KWP Opole,185,13-18,13,Attempted
2009,KWP Rzeszów,242,13-18,19,Attempted
2009,KWP Białystok,251,13-18,16,Attempted
2009,KWP Gdańsk,341,13-18,20,Attempted
2009,KWP Katowice,712,13-18,39,Attempted
2009,KWP Kielce,155,13-18,7,Attempted
2009,KWP Olsztyn,395,13-18,23,Attempted
2009,KWP Poznań,451,13-18,20,Attempted
2009,KWP Szczecin,238,13-18,8,Attempted
2009,KSP Warszawa,254,13-18,14,Attempted
2009,Polska,5913,13-18,313,Attempted
2010,KWP Wrocław,266,13-18,9,Attempted
2010,KWP Bydgoszcz,291,13-18,14,Attempted
2010,KWP Lublin,359,13-18,13,Attempted
2010,KWP Gorzów Wielk.,183,13-18,14,Attempted
2010,KWP Łódź,440,13-18,21,Attempted
2010,KWP Kraków,467,13-18,19,Attempted
2010,KWP Radom,416,13-18,23,Attempted
2010,KWP Opole,186,13-18,21,Attempted
2010,KWP Rzeszów,252,13-18,10,Attempted
2010,KWP Białystok,234,13-18,10,Attempted
2010,KWP Gdańsk,268,13-18,17,Attempted
2010,KWP Katowice,698,13-18,25,Attempted
2010,KWP Kielce,208,13-18,7,Attempted
2010,KWP Olsztyn,373,13-18,23,Attempted
2010,KWP Poznań,374,13-18,10,Attempted
2010,KWP Szczecin,206,13-18,23,Attempted
2010,KSP Warszawa,235,13-18,8,Attempted
2010,Polska,5456,13-18,267,Attempted
2011,KWP Wrocław,241,13-18,7,Attempted
2011,KWP Bydgoszcz,330,13-18,11,Attempted
2011,KWP Lublin,313,13-18,14,Attempted
2011,KWP Gorzów Wielk.,214,13-18,14,Attempted
2011,KWP Łódź,436,13-18,14,Attempted
2011,KWP Kraków,439,13-18,13,Attempted
2011,KWP Radom,356,13-18,19,Attempted
2011,KWP Opole,141,13-18,7,Attempted
2011,KWP Rzeszów,197,13-18,8,Attempted
2011,KWP Białystok,220,13-18,13,Attempted
2011,KWP Gdańsk,260,13-18,13,Attempted
2011,KWP Katowice,695,13-18,35,Attempted
2011,KWP Kielce,172,13-18,3,Attempted
2011,KWP Olsztyn,336,13-18,30,Attempted
2011,KWP Poznań,326,13-18,16,Attempted
2011,KWP Szczecin,245,13-18,21,Attempted
2011,KSP Warszawa,203,13-18,5,Attempted
2011,Polska,5124,13-18,243,Attempted
2012,KWP Wrocław,262,13-18,10,Attempted
2012,KWP Bydgoszcz,348,13-18,17,Attempted
2012,KWP Lublin,302,13-18,18,Attempted
2012,KWP Gorzów Wielk.,248,13-18,9,Attempted
2012,KWP Łódź,511,13-18,24,Attempted
2012,KWP Kraków,468,13-18,18,Attempted
2012,KWP Radom,350,13-18,17,Attempted
2012,KWP Opole,148,13-18,13,Attempted
2012,KWP Rzeszów,233,13-18,10,Attempted
2012,KWP Białystok,232,13-18,14,Attempted
2012,KWP Gdańsk,247,13-18,12,Attempted
2012,KWP Katowice,612,13-18,34,Attempted
2012,KWP Kielce,576,13-18,18,Attempted
2012,KWP Olsztyn,346,13-18,30,Attempted
2012,KWP Poznań,294,13-18,9,Attempted
2012,KWP Szczecin,229,13-18,11,Attempted
2012,KSP Warszawa,385,13-18,22,Attempted
2012,Polska,5791,13-18,286,Attempted
1999,KWP Wrocław,378,19-24,52,Attempted
1999,KWP Bydgoszcz,263,19-24,26,Attempted
1999,KWP Lublin,283,19-24,16,Attempted
1999,KWP Gorzów Wielk.,194,19-24,24,Attempted
1999,KWP Łódź,410,19-24,40,Attempted
1999,KWP Kraków,302,19-24,41,Attempted
1999,KWP Radom,403,19-24,31,Attempted
1999,KWP Opole,189,19-24,15,Attempted
1999,KWP Rzeszów,205,19-24,28,Attempted
1999,KWP Białystok,216,19-24,22,Attempted
1999,KWP Gdańsk,325,19-24,24,Attempted
1999,KWP Katowice,543,19-24,47,Attempted
1999,KWP Kielce,199,19-24,16,Attempted
1999,KWP Olsztyn,201,19-24,23,Attempted
1999,KWP Poznań,644,19-24,60,Attempted
1999,KWP Szczecin,313,19-24,40,Attempted
1999,KSP Warszawa,114,19-24,15,Attempted
1999,Polska,5182,19-24,520,Attempted
2000,KWP Wrocław,431,19-24,54,Attempted
2000,KWP Bydgoszcz,262,19-24,29,Attempted
2000,KWP Lublin,288,19-24,28,Attempted
2000,KWP Gorzów Wielk.,178,19-24,20,Attempted
2000,KWP Łódź,402,19-24,53,Attempted
2000,KWP Kraków,545,19-24,50,Attempted
2000,KWP Radom,439,19-24,41,Attempted
2000,KWP Opole,176,19-24,23,Attempted
2000,KWP Rzeszów,348,19-24,42,Attempted
2000,KWP Białystok,242,19-24,19,Attempted
2000,KWP Gdańsk,337,19-24,32,Attempted
2000,KWP Katowice,574,19-24,72,Attempted
2000,KWP Kielce,197,19-24,16,Attempted
2000,KWP Olsztyn,149,19-24,18,Attempted
2000,KWP Poznań,644,19-24,51,Attempted
2000,KWP Szczecin,305,19-24,30,Attempted
2000,KSP Warszawa,104,19-24,10,Attempted
2000,Polska,5621,19-24,588,Attempted
2001,KWP Wrocław,372,19-24,40,Attempted
2001,KWP Bydgoszcz,268,19-24,32,Attempted
2001,KWP Lublin,313,19-24,30,Attempted
2001,KWP Gorzów Wielk.,246,19-24,35,Attempted
2001,KWP Łódź,380,19-24,27,Attempted
2001,KWP Kraków,591,19-24,48,Attempted
2001,KWP Radom,464,19-24,49,Attempted
2001,KWP Opole,152,19-24,13,Attempted
2001,KWP Rzeszów,316,19-24,37,Attempted
2001,KWP Białystok,221,19-24,22,Attempted
2001,KWP Gdańsk,364,19-24,30,Attempted
2001,KWP Katowice,558,19-24,55,Attempted
2001,KWP Kielce,192,19-24,23,Attempted
2001,KWP Olsztyn,240,19-24,30,Attempted
2001,KWP Poznań,641,19-24,58,Attempted
2001,KWP Szczecin,301,19-24,32,Attempted
2001,KSP Warszawa,93,19-24,6,Attempted
2001,Polska,5712,19-24,567,Attempted
2002,KWP Wrocław,372,19-24,35,Attempted
2002,KWP Bydgoszcz,233,19-24,26,Attempted
2002,KWP Lublin,329,19-24,31,Attempted
2002,KWP Gorzów Wielk.,243,19-24,32,Attempted
2002,KWP Łódź,385,19-24,39,Attempted
2002,KWP Kraków,640,19-24,58,Attempted
2002,KWP Radom,393,19-24,37,Attempted
2002,KWP Opole,157,19-24,15,Attempted
2002,KWP Rzeszów,370,19-24,41,Attempted
2002,KWP Białystok,242,19-24,26,Attempted
2002,KWP Gdańsk,391,19-24,37,Attempted
2002,KWP Katowice,643,19-24,70,Attempted
2002,KWP Kielce,206,19-24,12,Attempted
2002,KWP Olsztyn,267,19-24,42,Attempted
2002,KWP Poznań,617,19-24,69,Attempted
2002,KWP Szczecin,311,19-24,46,Attempted
2002,KSP Warszawa,129,19-24,13,Attempted
2002,Polska,5928,19-24,629,Attempted
2003,KWP Wrocław,420,19-24,45,Attempted
2003,KWP Bydgoszcz,199,19-24,18,Attempted
2003,KWP Lublin,399,19-24,40,Attempted
2003,KWP Gorzów Wielk.,180,19-24,19,Attempted
2003,KWP Łódź,335,19-24,29,Attempted
2003,KWP Kraków,481,19-24,35,Attempted
2003,KWP Radom,336,19-24,40,Attempted
2003,KWP Opole,159,19-24,20,Attempted
2003,KWP Rzeszów,258,19-24,28,Attempted
2003,KWP Białystok,259,19-24,26,Attempted
2003,KWP Gdańsk,321,19-24,30,Attempted
2003,KWP Katowice,667,19-24,75,Attempted
2003,KWP Kielce,185,19-24,16,Attempted
2003,KWP Olsztyn,235,19-24,36,Attempted
2003,KWP Poznań,511,19-24,51,Attempted
2003,KWP Szczecin,331,19-24,43,Attempted
2003,KSP Warszawa,191,19-24,20,Attempted
2003,Polska,5467,19-24,571,Attempted
2004,KWP Wrocław,450,19-24,46,Attempted
2004,KWP Bydgoszcz,361,19-24,33,Attempted
2004,KWP Lublin,415,19-24,59,Attempted
2004,KWP Gorzów Wielk.,211,19-24,35,Attempted
2004,KWP Łódź,382,19-24,29,Attempted
2004,KWP Kraków,510,19-24,48,Attempted
2004,KWP Radom,336,19-24,39,Attempted
2004,KWP Opole,182,19-24,13,Attempted
2004,KWP Rzeszów,261,19-24,26,Attempted
2004,KWP Białystok,229,19-24,29,Attempted
2004,KWP Gdańsk,301,19-24,25,Attempted
2004,KWP Katowice,644,19-24,64,Attempted
2004,KWP Kielce,237,19-24,29,Attempted
2004,KWP Olsztyn,282,19-24,35,Attempted
2004,KWP Poznań,512,19-24,63,Attempted
2004,KWP Szczecin,288,19-24,41,Attempted
2004,KSP Warszawa,292,19-24,29,Attempted
2004,Polska,5893,19-24,643,Attempted
2005,KWP Wrocław,338,19-24,31,Attempted
2005,KWP Bydgoszcz,327,19-24,27,Attempted
2005,KWP Lublin,383,19-24,45,Attempted
2005,KWP Gorzów Wielk.,191,19-24,23,Attempted
2005,KWP Łódź,378,19-24,33,Attempted
2005,KWP Kraków,471,19-24,41,Attempted
2005,KWP Radom,364,19-24,29,Attempted
2005,KWP Opole,163,19-24,22,Attempted
2005,KWP Rzeszów,270,19-24,37,Attempted
2005,KWP Białystok,223,19-24,32,Attempted
2005,KWP Gdańsk,339,19-24,36,Attempted
2005,KWP Katowice,664,19-24,73,Attempted
2005,KWP Kielce,174,19-24,9,Attempted
2005,KWP Olsztyn,308,19-24,43,Attempted
2005,KWP Poznań,496,19-24,57,Attempted
2005,KWP Szczecin,272,19-24,36,Attempted
2005,KSP Warszawa,264,19-24,23,Attempted
2005,Polska,5625,19-24,597,Attempted
2006,KWP Wrocław,320,19-24,18,Attempted
2006,KWP Bydgoszcz,251,19-24,24,Attempted
2006,KWP Lublin,345,19-24,37,Attempted
2006,KWP Gorzów Wielk.,223,19-24,33,Attempted
2006,KWP Łódź,389,19-24,32,Attempted
2006,KWP Kraków,386,19-24,36,Attempted
2006,KWP Radom,312,19-24,35,Attempted
2006,KWP Opole,181,19-24,30,Attempted
2006,KWP Rzeszów,265,19-24,30,Attempted
2006,KWP Białystok,184,19-24,28,Attempted
2006,KWP Gdańsk,347,19-24,28,Attempted
2006,KWP Katowice,626,19-24,81,Attempted
2006,KWP Kielce,187,19-24,23,Attempted
2006,KWP Olsztyn,295,19-24,39,Attempted
2006,KWP Poznań,415,19-24,38,Attempted
2006,KWP Szczecin,234,19-24,39,Attempted
2006,KSP Warszawa,192,19-24,26,Attempted
2006,Polska,5152,19-24,577,Attempted
2007,KWP Wrocław,282,19-24,35,Attempted
2007,KWP Bydgoszcz,251,19-24,34,Attempted
2007,KWP Lublin,295,19-24,41,Attempted
2007,KWP Gorzów Wielk.,190,19-24,25,Attempted
2007,KWP Łódź,390,19-24,32,Attempted
2007,KWP Kraków,337,19-24,35,Attempted
2007,KWP Radom,301,19-24,27,Attempted
2007,KWP Opole,148,19-24,31,Attempted
2007,KWP Rzeszów,198,19-24,27,Attempted
2007,KWP Białystok,215,19-24,29,Attempted
2007,KWP Gdańsk,267,19-24,39,Attempted
2007,KWP Katowice,514,19-24,57,Attempted
2007,KWP Kielce,139,19-24,16,Attempted
2007,KWP Olsztyn,306,19-24,39,Attempted
2007,KWP Poznań,428,19-24,29,Attempted
2007,KWP Szczecin,221,19-24,27,Attempted
2007,KSP Warszawa,176,19-24,22,Attempted
2007,Polska,4658,19-24,545,Attempted
2008,KWP Wrocław,311,19-24,26,Attempted
2008,KWP Bydgoszcz,323,19-24,36,Attempted
2008,KWP Lublin,398,19-24,38,Attempted
2008,KWP Gorzów Wielk.,201,19-24,25,Attempted
2008,KWP Łódź,379,19-24,46,Attempted
2008,KWP Kraków,369,19-24,29,Attempted
2008,KWP Radom,487,19-24,38,Attempted
2008,KWP Opole,157,19-24,20,Attempted
2008,KWP Rzeszów,239,19-24,36,Attempted
2008,KWP Białystok,247,19-24,30,Attempted
2008,KWP Gdańsk,287,19-24,34,Attempted
2008,KWP Katowice,536,19-24,66,Attempted
2008,KWP Kielce,135,19-24,13,Attempted
2008,KWP Olsztyn,361,19-24,47,Attempted
2008,KWP Poznań,367,19-24,25,Attempted
2008,KWP Szczecin,226,19-24,31,Attempted
2008,KSP Warszawa,214,19-24,22,Attempted
2008,Polska,5237,19-24,562,Attempted
2009,KWP Wrocław,295,19-24,25,Attempted
2009,KWP Bydgoszcz,333,19-24,39,Attempted
2009,KWP Lublin,390,19-24,50,Attempted
2009,KWP Gorzów Wielk.,285,19-24,37,Attempted
2009,KWP Łódź,471,19-24,38,Attempted
2009,KWP Kraków,463,19-24,38,Attempted
2009,KWP Radom,452,19-24,35,Attempted
2009,KWP Opole,185,19-24,16,Attempted
2009,KWP Rzeszów,242,19-24,29,Attempted
2009,KWP Białystok,251,19-24,37,Attempted
2009,KWP Gdańsk,341,19-24,44,Attempted
2009,KWP Katowice,712,19-24,81,Attempted
2009,KWP Kielce,155,19-24,9,Attempted
2009,KWP Olsztyn,395,19-24,54,Attempted
2009,KWP Poznań,451,19-24,43,Attempted
2009,KWP Szczecin,238,19-24,31,Attempted
2009,KSP Warszawa,254,19-24,19,Attempted
2009,Polska,5913,19-24,625,Attempted
2010,KWP Wrocław,266,19-24,25,Attempted
2010,KWP Bydgoszcz,291,19-24,23,Attempted
2010,KWP Lublin,359,19-24,43,Attempted
2010,KWP Gorzów Wielk.,183,19-24,27,Attempted
2010,KWP Łódź,440,19-24,38,Attempted
2010,KWP Kraków,467,19-24,38,Attempted
2010,KWP Radom,416,19-24,36,Attempted
2010,KWP Opole,186,19-24,28,Attempted
2010,KWP Rzeszów,252,19-24,29,Attempted
2010,KWP Białystok,234,19-24,28,Attempted
2010,KWP Gdańsk,268,19-24,31,Attempted
2010,KWP Katowice,698,19-24,78,Attempted
2010,KWP Kielce,208,19-24,18,Attempted
2010,KWP Olsztyn,373,19-24,33,Attempted
2010,KWP Poznań,374,19-24,38,Attempted
2010,KWP Szczecin,206,19-24,19,Attempted
2010,KSP Warszawa,235,19-24,23,Attempted
2010,Polska,5456,19-24,555,Attempted
2011,KWP Wrocław,241,19-24,21,Attempted
2011,KWP Bydgoszcz,330,19-24,31,Attempted
2011,KWP Lublin,313,19-24,29,Attempted
2011,KWP Gorzów Wielk.,214,19-24,17,Attempted
2011,KWP Łódź,436,19-24,44,Attempted
2011,KWP Kraków,439,19-24,41,Attempted
2011,KWP Radom,356,19-24,37,Attempted
2011,KWP Opole,141,19-24,26,Attempted
2011,KWP Rzeszów,197,19-24,22,Attempted
2011,KWP Białystok,220,19-24,30,Attempted
2011,KWP Gdańsk,260,19-24,34,Attempted
2011,KWP Katowice,695,19-24,64,Attempted
2011,KWP Kielce,172,19-24,13,Attempted
2011,KWP Olsztyn,336,19-24,39,Attempted
2011,KWP Poznań,326,19-24,31,Attempted
2011,KWP Szczecin,245,19-24,23,Attempted
2011,KSP Warszawa,203,19-24,26,Attempted
2011,Polska,5124,19-24,528,Attempted
2012,KWP Wrocław,262,19-24,19,Attempted
2012,KWP Bydgoszcz,348,19-24,23,Attempted
2012,KWP Lublin,302,19-24,34,Attempted
2012,KWP Gorzów Wielk.,248,19-24,20,Attempted
2012,KWP Łódź,511,19-24,52,Attempted
2012,KWP Kraków,468,19-24,57,Attempted
2012,KWP Radom,350,19-24,31,Attempted
2012,KWP Opole,148,19-24,11,Attempted
2012,KWP Rzeszów,233,19-24,18,Attempted
2012,KWP Białystok,232,19-24,25,Attempted
2012,KWP Gdańsk,247,19-24,28,Attempted
2012,KWP Katowice,612,19-24,70,Attempted
2012,KWP Kielce,576,19-24,76,Attempted
2012,KWP Olsztyn,346,19-24,38,Attempted
2012,KWP Poznań,294,19-24,27,Attempted
2012,KWP Szczecin,229,19-24,42,Attempted
2012,KSP Warszawa,385,19-24,36,Attempted
2012,Polska,5791,19-24,607,Attempted
1999,KWP Wrocław,378,25-29,26,Attempted
1999,KWP Bydgoszcz,263,25-29,17,Attempted
1999,KWP Lublin,283,25-29,25,Attempted
1999,KWP Gorzów Wielk.,194,25-29,8,Attempted
1999,KWP Łódź,410,25-29,26,Attempted
1999,KWP Kraków,302,25-29,19,Attempted
1999,KWP Radom,403,25-29,32,Attempted
1999,KWP Opole,189,25-29,7,Attempted
1999,KWP Rzeszów,205,25-29,14,Attempted
1999,KWP Białystok,216,25-29,15,Attempted
1999,KWP Gdańsk,325,25-29,23,Attempted
1999,KWP Katowice,543,25-29,30,Attempted
1999,KWP Kielce,199,25-29,10,Attempted
1999,KWP Olsztyn,201,25-29,13,Attempted
1999,KWP Poznań,644,25-29,53,Attempted
1999,KWP Szczecin,313,25-29,23,Attempted
1999,KSP Warszawa,114,25-29,10,Attempted
1999,Polska,5182,25-29,351,Attempted
2000,KWP Wrocław,431,25-29,31,Attempted
2000,KWP Bydgoszcz,262,25-29,20,Attempted
2000,KWP Lublin,288,25-29,26,Attempted
2000,KWP Gorzów Wielk.,178,25-29,12,Attempted
2000,KWP Łódź,402,25-29,16,Attempted
2000,KWP Kraków,545,25-29,42,Attempted
2000,KWP Radom,439,25-29,22,Attempted
2000,KWP Opole,176,25-29,12,Attempted
2000,KWP Rzeszów,348,25-29,27,Attempted
2000,KWP Białystok,242,25-29,15,Attempted
2000,KWP Gdańsk,337,25-29,24,Attempted
2000,KWP Katowice,574,25-29,36,Attempted
2000,KWP Kielce,197,25-29,12,Attempted
2000,KWP Olsztyn,149,25-29,10,Attempted
2000,KWP Poznań,644,25-29,50,Attempted
2000,KWP Szczecin,305,25-29,29,Attempted
2000,KSP Warszawa,104,25-29,6,Attempted
2000,Polska,5621,25-29,390,Attempted
2001,KWP Wrocław,372,25-29,20,Attempted
2001,KWP Bydgoszcz,268,25-29,17,Attempted
2001,KWP Lublin,313,25-29,28,Attempted
2001,KWP Gorzów Wielk.,246,25-29,20,Attempted
2001,KWP Łódź,380,25-29,30,Attempted
2001,KWP Kraków,591,25-29,41,Attempted
2001,KWP Radom,464,25-29,39,Attempted
2001,KWP Opole,152,25-29,11,Attempted
2001,KWP Rzeszów,316,25-29,19,Attempted
2001,KWP Białystok,221,25-29,16,Attempted
2001,KWP Gdańsk,364,25-29,29,Attempted
2001,KWP Katowice,558,25-29,42,Attempted
2001,KWP Kielce,192,25-29,15,Attempted
2001,KWP Olsztyn,240,25-29,28,Attempted
2001,KWP Poznań,641,25-29,40,Attempted
2001,KWP Szczecin,301,25-29,27,Attempted
2001,KSP Warszawa,93,25-29,4,Attempted
2001,Polska,5712,25-29,426,Attempted
2002,KWP Wrocław,372,25-29,32,Attempted
2002,KWP Bydgoszcz,233,25-29,22,Attempted
2002,KWP Lublin,329,25-29,23,Attempted
2002,KWP Gorzów Wielk.,243,25-29,26,Attempted
2002,KWP Łódź,385,25-29,33,Attempted
2002,KWP Kraków,640,25-29,37,Attempted
2002,KWP Radom,393,25-29,27,Attempted
2002,KWP Opole,157,25-29,10,Attempted
2002,KWP Rzeszów,370,25-29,29,Attempted
2002,KWP Białystok,242,25-29,30,Attempted
2002,KWP Gdańsk,391,25-29,36,Attempted
2002,KWP Katowice,643,25-29,54,Attempted
2002,KWP Kielce,206,25-29,12,Attempted
2002,KWP Olsztyn,267,25-29,17,Attempted
2002,KWP Poznań,617,25-29,42,Attempted
2002,KWP Szczecin,311,25-29,22,Attempted
2002,KSP Warszawa,129,25-29,8,Attempted
2002,Polska,5928,25-29,460,Attempted
2003,KWP Wrocław,420,25-29,32,Attempted
2003,KWP Bydgoszcz,199,25-29,11,Attempted
2003,KWP Lublin,399,25-29,40,Attempted
2003,KWP Gorzów Wielk.,180,25-29,10,Attempted
2003,KWP Łódź,335,25-29,24,Attempted
2003,KWP Kraków,481,25-29,37,Attempted
2003,KWP Radom,336,25-29,30,Attempted
2003,KWP Opole,159,25-29,12,Attempted
2003,KWP Rzeszów,258,25-29,21,Attempted
2003,KWP Białystok,259,25-29,19,Attempted
2003,KWP Gdańsk,321,25-29,31,Attempted
2003,KWP Katowice,667,25-29,59,Attempted
2003,KWP Kielce,185,25-29,14,Attempted
2003,KWP Olsztyn,235,25-29,17,Attempted
2003,KWP Poznań,511,25-29,39,Attempted
2003,KWP Szczecin,331,25-29,23,Attempted
2003,KSP Warszawa,191,25-29,18,Attempted
2003,Polska,5467,25-29,437,Attempted
2004,KWP Wrocław,450,25-29,47,Attempted
2004,KWP Bydgoszcz,361,25-29,29,Attempted
2004,KWP Lublin,415,25-29,29,Attempted
2004,KWP Gorzów Wielk.,211,25-29,22,Attempted
2004,KWP Łódź,382,25-29,20,Attempted
2004,KWP Kraków,510,25-29,33,Attempted
2004,KWP Radom,336,25-29,28,Attempted
2004,KWP Opole,182,25-29,17,Attempted
2004,KWP Rzeszów,261,25-29,23,Attempted
2004,KWP Białystok,229,25-29,27,Attempted
2004,KWP Gdańsk,301,25-29,21,Attempted
2004,KWP Katowice,644,25-29,66,Attempted
2004,KWP Kielce,237,25-29,16,Attempted
2004,KWP Olsztyn,282,25-29,33,Attempted
2004,KWP Poznań,512,25-29,34,Attempted
2004,KWP Szczecin,288,25-29,22,Attempted
2004,KSP Warszawa,292,25-29,25,Attempted
2004,Polska,5893,25-29,492,Attempted
2005,KWP Wrocław,338,25-29,14,Attempted
2005,KWP Bydgoszcz,327,25-29,27,Attempted
2005,KWP Lublin,383,25-29,36,Attempted
2005,KWP Gorzów Wielk.,191,25-29,30,Attempted
2005,KWP Łódź,378,25-29,37,Attempted
2005,KWP Kraków,471,25-29,39,Attempted
2005,KWP Radom,364,25-29,21,Attempted
2005,KWP Opole,163,25-29,19,Attempted
2005,KWP Rzeszów,270,25-29,18,Attempted
