year,garnizon,place,suicides,outcome
2000,Bydgoszcz,park/forest,27,Fatal
2000,Bydgoszcz,river/lake,3,Fatal
2000,Bydgoszcz,medical facility,1,Fatal
2000,Bydgoszcz,legal_isolation,2,Fatal
2000,Bydgoszcz,military area,0,Fatal
2000,Bydgoszcz,workplace,1,Fatal
2000,Lublin,apartment,69,Fatal
2000,Lublin,garage/basement/attic,19,Fatal
2000,Lublin,farm building,82,Fatal
2000,Lublin,railway,6,Fatal
2000,Lublin,street,5,Fatal
2000,Lublin,park/forest,22,Fatal
2000,Lublin,river/lake,8,Fatal
2000,Lublin,medical facility,3,Fatal
2000,Lublin,legal_isolation,2,Fatal
2000,Lublin,military area,0,Fatal
2000,Lublin,workplace,2,Fatal
2000,Gorzów Wlkp.,apartment,65,Fatal
2000,Gorzów Wlkp.,garage/basement/attic,17,Fatal
2000,Gorzów Wlkp.,farm building,17,Fatal
2000,Gorzów Wlkp.,railway,5,Fatal
2000,Gorzów Wlkp.,street,1,Fatal
2000,Gorzów Wlkp.,park/forest,19,Fatal
2000,Gorzów Wlkp.,river/lake,3,Fatal
2000,Gorzów Wlkp.,medical facility,3,Fatal
2000,Gorzów Wlkp.,legal_isolation,3,Fatal
2000,Gorzów Wlkp.,military area,0,Fatal
2000,Gorzów Wlkp.,workplace,9,Fatal
2000,Łódź,apartment,135,Fatal
2000,Łódź,garage/basement/attic,57,Fatal
2000,Łódź,farm building,78,Fatal
2000,Łódź,railway,17,Fatal
2000,Łódź,street,2,Fatal
2000,Łódź,park/forest,37,Fatal
2000,Łódź,river/lake,3,Fatal
2000,Łódź,medical facility,1,Fatal
2000,Łódź,legal_isolation,1,Fatal
2000,Łódź,military area,0,Fatal
2000,Łódź,workplace,1,Fatal
2000,Kraków,apartment,159,Fatal
2000,Kraków,garage/basement/attic,75,Fatal
2000,Kraków,farm building,112,Fatal
2000,Kraków,railway,7,Fatal
2000,Kraków,street,8,Fatal
2000,Kraków,park/forest,39,Fatal
2000,Kraków,river/lake,8,Fatal
2000,Kraków,medical facility,10,Fatal
2000,Kraków,legal_isolation,0,Fatal
2000,Kraków,military area,0,Fatal
2000,Kraków,workplace,3,Fatal
2000,Radom,apartment,131,Fatal
2000,Radom,garage/basement/attic,47,Fatal
2000,Radom,farm building,114,Fatal
2000,Radom,railway,9,Fatal
2000,Radom,street,6,Fatal
2000,Radom,park/forest,41,Fatal
2000,Radom,river/lake,6,Fatal
2000,Radom,medical facility,6,Fatal
2000,Radom,legal_isolation,0,Fatal
2000,Radom,military area,0,Fatal
2000,Radom,workplace,5,Fatal
2000,Opole,apartment,63,Fatal
2000,Opole,garage/basement/attic,25,Fatal
2000,Opole,farm building,28,Fatal
2000,Opole,railway,5,Fatal
2000,Opole,street,1,Fatal
2000,Opole,park/forest,8,Fatal
2000,Opole,river/lake,1,Fatal
2000,Opole,medical facility,3,Fatal
2000,Opole,legal_isolation,0,Fatal
2000,Opole,military area,0,Fatal
2000,Opole,workplace,0,Fatal
2000,Rzeszów,apartment,82,Fatal
2000,Rzeszów,garage/basement/attic,53,Fatal
2000,Rzeszów,farm building,94,Fatal
2000,Rzeszów,railway,10,Fatal
2000,Rzeszów,street,0,Fatal
2000,Rzeszów,park/forest,22,Fatal
2000,Rzeszów,river/lake,4,Fatal
2000,Rzeszów,medical facility,6,Fatal
2000,Rzeszów,legal_isolation,2,Fatal
2000,Rzeszów,military area,0,Fatal
2000,Rzeszów,workplace,2,Fatal
2000,Białystok,apartment,74,Fatal
2000,Białystok,garage/basement/attic,15,Fatal
2000,Białystok,farm building,48,Fatal
2000,Białystok,railway,4,Fatal
2000,Białystok,street,3,Fatal
2000,Białystok,park/forest,16,Fatal
2000,Białystok,river/lake,3,Fatal
2000,Białystok,medical facility,6,Fatal
2000,Białystok,legal_isolation,1,Fatal
2000,Białystok,military area,0,Fatal
2000,Białystok,workplace,5,Fatal
2000,Gdańsk,apartment,111,Fatal
2000,Gdańsk,garage/basement/attic,35,Fatal
2000,Gdańsk,farm building,49,Fatal
2000,Gdańsk,railway,11,Fatal
2000,Gdańsk,street,3,Fatal
2000,Gdańsk,park/forest,34,Fatal
2000,Gdańsk,river/lake,5,Fatal
2000,Gdańsk,medical facility,6,Fatal
2000,Gdańsk,legal_isolation,3,Fatal
2000,Gdańsk,military area,0,Fatal
2000,Gdańsk,workplace,5,Fatal
2000,Katowice,apartment,213,Fatal
2000,Katowice,garage/basement/attic,77,Fatal
2000,Katowice,farm building,58,Fatal
2000,Katowice,railway,16,Fatal
2000,Katowice,street,6,Fatal
2000,Katowice,park/forest,44,Fatal
2000,Katowice,river/lake,10,Fatal
2000,Katowice,medical facility,7,Fatal
2000,Katowice,legal_isolation,1,Fatal
2000,Katowice,military area,0,Fatal
2000,Katowice,workplace,5,Fatal
2000,Kielce,apartment,52,Fatal
2000,Kielce,garage/basement/attic,23,Fatal
2000,Kielce,farm building,53,Fatal
2000,Kielce,railway,3,Fatal
2000,Kielce,street,1,Fatal
2000,Kielce,park/forest,21,Fatal
2000,Kielce,river/lake,3,Fatal
2000,Kielce,medical facility,3,Fatal
2000,Kielce,legal_isolation,0,Fatal
2000,Kielce,military area,0,Fatal
2000,Kielce,workplace,5,Fatal
2000,Olsztyn,apartment,46,Fatal
2000,Olsztyn,garage/basement/attic,17,Fatal
2000,Olsztyn,farm building,39,Fatal
2000,Olsztyn,railway,1,Fatal
2000,Olsztyn,street,2,Fatal
2000,Olsztyn,park/forest,11,Fatal
2000,Olsztyn,river/lake,3,Fatal
2000,Olsztyn,medical facility,1,Fatal
2000,Olsztyn,legal_isolation,1,Fatal
2000,Olsztyn,military area,0,Fatal
2000,Olsztyn,workplace,1,Fatal
2000,Poznań,apartment,196,Fatal
2000,Poznań,garage/basement/attic,67,Fatal
2000,Poznań,farm building,127,Fatal
2000,Poznań,railway,10,Fatal
2000,Poznań,street,2,Fatal
2000,Poznań,park/forest,49,Fatal
2000,Poznań,river/lake,9,Fatal
2000,Poznań,medical facility,12,Fatal
2000,Poznań,legal_isolation,3,Fatal
2000,Poznań,military area,0,Fatal
2000,Poznań,workplace,11,Fatal
2000,Szczecin,apartment,92,Fatal
2000,Szczecin,garage/basement/attic,23,Fatal
2000,Szczecin,farm building,41,Fatal
2000,Szczecin,railway,1,Fatal
2000,Szczecin,street,2,Fatal
2000,Szczecin,park/forest,27,Fatal
2000,Szczecin,river/lake,6,Fatal
2000,Szczecin,medical facility,4,Fatal
2000,Szczecin,legal_isolation,0,Fatal
2000,Szczecin,military area,0,Fatal
2000,Szczecin,workplace,2,Fatal
2000,Warszawa,apartment,53,Fatal
2000,Warszawa,garage/basement/attic,13,Fatal
2000,Warszawa,farm building,0,Fatal
2000,Warszawa,railway,3,Fatal
2000,Warszawa,street,0,Fatal
2000,Warszawa,park/forest,4,Fatal
2000,Warszawa,river/lake,3,Fatal
2000,Warszawa,medical facility,4,Fatal
2000,Warszawa,legal_isolation,3,Fatal
2000,Warszawa,military area,0,Fatal
2000,Warszawa,workplace,3,Fatal
2001,Wrocław,apartment,128,Fatal
2001,Wrocław,garage/basement/attic,66,Fatal
2001,Wrocław,farm building,38,Fatal
2001,Wrocław,railway,10,Fatal
2001,Wrocław,street,6,Fatal
2001,Wrocław,park/forest,31,Fatal
2001,Wrocław,river/lake,2,Fatal
2001,Wrocław,medical facility,2,Fatal
2001,Wrocław,legal_isolation,1,Fatal
2001,Wrocław,military area,0,Fatal
2001,Wrocław,workplace,3,Fatal
2001,Bydgoszcz,apartment,83,Fatal
2001,Bydgoszcz,garage/basement/attic,37,Fatal
2001,Bydgoszcz,farm building,53,Fatal
2001,Bydgoszcz,railway,4,Fatal
2001,Bydgoszcz,street,0,Fatal
2001,Bydgoszcz,park/forest,26,Fatal
2001,Bydgoszcz,river/lake,7,Fatal
2001,Bydgoszcz,medical facility,2,Fatal
2001,Bydgoszcz,legal_isolation,1,Fatal
2001,Bydgoszcz,military area,1,Fatal
2001,Bydgoszcz,workplace,3,Fatal
2001,Lublin,apartment,75,Fatal
2001,Lublin,garage/basement/attic,26,Fatal
2001,Lublin,farm building,94,Fatal
2001,Lublin,railway,5,Fatal
2001,Lublin,street,1,Fatal
2001,Lublin,park/forest,30,Fatal
2001,Lublin,river/lake,2,Fatal
2001,Lublin,medical facility,3,Fatal
2001,Lublin,legal_isolation,3,Fatal
2001,Lublin,military area,0,Fatal
2001,Lublin,workplace,3,Fatal
2001,Gorzów Wlkp.,apartment,82,Fatal
2001,Gorzów Wlkp.,garage/basement/attic,27,Fatal
2001,Gorzów Wlkp.,farm building,39,Fatal
2001,Gorzów Wlkp.,railway,7,Fatal
2001,Gorzów Wlkp.,street,1,Fatal
2001,Gorzów Wlkp.,park/forest,21,Fatal
2001,Gorzów Wlkp.,river/lake,5,Fatal
2001,Gorzów Wlkp.,medical facility,1,Fatal
2001,Gorzów Wlkp.,legal_isolation,2,Fatal
2001,Gorzów Wlkp.,military area,1,Fatal
2001,Gorzów Wlkp.,workplace,2,Fatal
2001,Łódź,apartment,122,Fatal
2001,Łódź,garage/basement/attic,46,Fatal
2001,Łódź,farm building,86,Fatal
2001,Łódź,railway,8,Fatal
2001,Łódź,street,3,Fatal
2001,Łódź,park/forest,24,Fatal
2001,Łódź,river/lake,3,Fatal
2001,Łódź,medical facility,3,Fatal
2001,Łódź,legal_isolation,3,Fatal
2001,Łódź,military area,0,Fatal
2001,Łódź,workplace,2,Fatal
2001,Kraków,apartment,181,Fatal
2001,Kraków,garage/basement/attic,80,Fatal
2001,Kraków,farm building,108,Fatal
2001,Kraków,railway,10,Fatal
2001,Kraków,street,3,Fatal
2001,Kraków,park/forest,36,Fatal
2001,Kraków,river/lake,9,Fatal
2001,Kraków,medical facility,8,Fatal
2001,Kraków,legal_isolation,0,Fatal
2001,Kraków,military area,0,Fatal
2001,Kraków,workplace,8,Fatal
2001,Radom,apartment,126,Fatal
2001,Radom,garage/basement/attic,51,Fatal
2001,Radom,farm building,108,Fatal
2001,Radom,railway,11,Fatal
2001,Radom,street,9,Fatal
2001,Radom,park/forest,51,Fatal
2001,Radom,river/lake,4,Fatal
2001,Radom,medical facility,4,Fatal
2001,Radom,legal_isolation,1,Fatal
2001,Radom,military area,0,Fatal
2001,Radom,workplace,1,Fatal
2001,Opole,apartment,46,Fatal
2001,Opole,garage/basement/attic,21,Fatal
2001,Opole,farm building,21,Fatal
2001,Opole,railway,5,Fatal
2001,Opole,street,0,Fatal
2001,Opole,park/forest,13,Fatal
2001,Opole,river/lake,2,Fatal
2001,Opole,medical facility,2,Fatal
2001,Opole,legal_isolation,0,Fatal
2001,Opole,military area,0,Fatal
2001,Opole,workplace,2,Fatal
2001,Rzeszów,apartment,74,Fatal
2001,Rzeszów,garage/basement/attic,50,Fatal
2001,Rzeszów,farm building,88,Fatal
2001,Rzeszów,railway,6,Fatal
2001,Rzeszów,street,4,Fatal
2001,Rzeszów,park/forest,28,Fatal
2001,Rzeszów,river/lake,5,Fatal
2001,Rzeszów,medical facility,5,Fatal
2001,Rzeszów,legal_isolation,1,Fatal
2001,Rzeszów,military area,1,Fatal
2001,Rzeszów,workplace,0,Fatal
2001,Białystok,apartment,62,Fatal
2001,Białystok,garage/basement/attic,18,Fatal
2001,Białystok,farm building,57,Fatal
2001,Białystok,railway,0,Fatal
2001,Białystok,street,0,Fatal
2001,Białystok,park/forest,20,Fatal
2001,Białystok,river/lake,4,Fatal
2001,Białystok,medical facility,2,Fatal
2001,Białystok,legal_isolation,1,Fatal
2001,Białystok,military area,0,Fatal
2001,Białystok,workplace,1,Fatal
2001,Gdańsk,apartment,141,Fatal
2001,Gdańsk,garage/basement/attic,40,Fatal
2001,Gdańsk,farm building,47,Fatal
2001,Gdańsk,railway,9,Fatal
2001,Gdańsk,street,3,Fatal
2001,Gdańsk,park/forest,27,Fatal
2001,Gdańsk,river/lake,3,Fatal
2001,Gdańsk,medical facility,2,Fatal
2001,Gdańsk,legal_isolation,2,Fatal
2001,Gdańsk,military area,0,Fatal
2001,Gdańsk,workplace,5,Fatal
2001,Katowice,apartment,201,Fatal
2001,Katowice,garage/basement/attic,94,Fatal
2001,Katowice,farm building,44,Fatal
2001,Katowice,railway,15,Fatal
2001,Katowice,street,1,Fatal
2001,Katowice,park/forest,52,Fatal
2001,Katowice,river/lake,4,Fatal
2001,Katowice,medical facility,8,Fatal
2001,Katowice,legal_isolation,0,Fatal
2001,Katowice,military area,0,Fatal
2001,Katowice,workplace,6,Fatal
2001,Kielce,apartment,44,Fatal
2001,Kielce,garage/basement/attic,16,Fatal
2001,Kielce,farm building,51,Fatal
2001,Kielce,railway,5,Fatal
2001,Kielce,street,3,Fatal
2001,Kielce,park/forest,25,Fatal
2001,Kielce,river/lake,2,Fatal
2001,Kielce,medical facility,4,Fatal
2001,Kielce,legal_isolation,1,Fatal
2001,Kielce,military area,0,Fatal
2001,Kielce,workplace,2,Fatal
2001,Olsztyn,apartment,67,Fatal
2001,Olsztyn,garage/basement/attic,38,Fatal
2001,Olsztyn,farm building,38,Fatal
2001,Olsztyn,railway,4,Fatal
2001,Olsztyn,street,3,Fatal
2001,Olsztyn,park/forest,18,Fatal
2001,Olsztyn,river/lake,5,Fatal
2001,Olsztyn,medical facility,2,Fatal
2001,Olsztyn,legal_isolation,2,Fatal
2001,Olsztyn,military area,0,Fatal
2001,Olsztyn,workplace,1,Fatal
2001,Poznań,apartment,182,Fatal
2001,Poznań,garage/basement/attic,78,Fatal
2001,Poznań,farm building,122,Fatal
2001,Poznań,railway,26,Fatal
2001,Poznań,street,3,Fatal
2001,Poznań,park/forest,45,Fatal
2001,Poznań,river/lake,9,Fatal
