Year,Garnizon,Total,Age,Suicides by age,Result,Sex,Suicides by sex,Population,Percentage
2019,KSP Warszawa,517,7-12,4,Attempted,Female,133,1790658,2.887206825647332e-4
2019,KWP Radom,672,7-12,1,Attempted,Female,115,213715,0.003144374517464848
2019,KWP Wrocław,1096,7-12,8,Attempted,Female,299,638659,0.0017160957568906098
2019,Polska,11961,7-12,46,Attempted,Female,3177,NA,NA
2020,KWP Bydgoszcz,396,7-12,0,Attempted,Female,79,354006,0.0011186251080490162
2020,KWP Białystok,498,7-12,1,Attempted,Female,117,293407,0.0016973010187214348
2020,KWP Gdańsk,724,7-12,4,Attempted,Female,224,582205,0.0012435482347283174
2020,KWP Gorzów Wlkp.,315,7-12,0,Attempted,Female,75,122141,0.0025789865810825195
2020,KWP Katowice,1709,7-12,4,Attempted,Female,527,302397,0.005651511093033331
2020,KWP Kielce,533,7-12,0,Attempted,Female,147,195942,0.002720192710087679
2020,KWP Kraków,1148,7-12,4,Attempted,Female,342,766683,0.001497359404082261
2020,KWP Łódź,1263,7-12,6,Attempted,Female,421,696708,0.0018128111059439536
2020,KWP Lublin,626,7-12,1,Attempted,Female,154,342039,0.0018302006496335214
2020,KWP Olsztyn,566,7-12,1,Attempted,Female,133,173718,0.0032581540197331306
2020,KWP Opole,194,7-12,0,Attempted,Female,49,118303,0.0016398569774223816
2020,KWP Poznań,746,7-12,1,Attempted,Female,144,540365,0.001380548333071165
2020,KWP Rzeszów,580,7-12,1,Attempted,Female,144,183901,0.003153870832676277
2020,KWP Szczecin,529,7-12,1,Attempted,Female,129,404461,0.0013079134947498027
2020,KSP Warszawa,548,7-12,0,Attempted,Female,139,1790658,3.06032754439988e-4
2020,KWP Radom,654,7-12,2,Attempted,Female,143,213715,0.003060150200032754
2020,KWP Wrocław,984,7-12,3,Attempted,Female,249,638659,0.0015407283072813504
2020,Polska,12013,7-12,29,Attempted,Female,3216,NA,NA
2021,KWP Bydgoszcz,448,7-12,5,Attempted,Female,111,354006,0.0012655152737524222
2021,KWP Białystok,542,7-12,1,Attempted,Female,153,293407,0.001847263357724935
2021,KWP Gdańsk,1675,7-12,19,Attempted,Female,639,582205,0.0028769934988534967
2021,KWP Gorzów Wlkp.,333,7-12,0,Attempted,Female,89,122141,0.0027263572428586633
2021,KWP Katowice,1806,7-12,10,Attempted,Female,624,302397,0.005972281471046339
2021,KWP Kielce,528,7-12,3,Attempted,Female,159,195942,0.002694674954833573
2021,KWP Kraków,1217,7-12,8,Attempted,Female,422,766683,0.0015873574867318043
2021,KWP Łódź,1351,7-12,11,Attempted,Female,487,696708,0.0019391194015283303
2021,KWP Lublin,726,7-12,5,Attempted,Female,224,342039,0.0021225649706612406
2021,KWP Olsztyn,585,7-12,6,Attempted,Female,195,173718,0.0033675266811729354
2021,KWP Opole,226,7-12,1,Attempted,Female,40,118303,0.001910348849986898
2021,KWP Poznań,806,7-12,1,Attempted,Female,171,540365,0.0014915843920313122
2021,KWP Rzeszów,631,7-12,1,Attempted,Female,149,183901,0.0034311939576185013
2021,KWP Szczecin,594,7-12,2,Attempted,Female,191,404461,0.001468621202044202
2021,KSP Warszawa,621,7-12,3,Attempted,Female,161,1790658,3.467998914365557e-4
2021,KWP Radom,675,7-12,2,Attempted,Female,146,213715,0.0031584119037035303
2021,KWP Wrocław,1034,7-12,7,Attempted,Female,331,638659,0.0016190173472854842
2021,Polska,13798,7-12,85,Attempted,Female,4292,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,7-12,NA,Attempted,Female,NA,NA,NA
2017,KWP Bydgoszcz,385,13-18,18,Attempted,Female,69,354006,0.001087552188380988
2017,KWP Białystok,348,13-18,29,Attempted,Female,91,293407,0.0011860657721185928
2017,KWP Gdańsk,587,13-18,53,Attempted,Female,154,582205,0.0010082359306429866
2017,KWP Gorzów Wlkp.,288,13-18,13,Attempted,Female,55,122141,0.0023579305884183035
2017,KWP Katowice,1667,13-18,125,Attempted,Female,504,302397,0.005512620826264811
2017,KWP Kielce,610,13-18,34,Attempted,Female,138,195942,0.0031131661410009085
2017,KWP Kraków,1023,13-18,74,Attempted,Female,307,766683,0.001334319399282363
2017,KWP Łódź,1267,13-18,84,Attempted,Female,359,696708,0.0018185523921068797
2017,KWP Lublin,557,13-18,26,Attempted,Female,107,342039,0.001628469268124395
2017,KWP Olsztyn,563,13-18,39,Attempted,Female,137,173718,0.003240884652137372
2017,KWP Opole,234,13-18,9,Attempted,Female,44,118303,0.0019779718181280274
2017,KWP Poznań,678,13-18,33,Attempted,Female,117,540365,0.0012547074662496646
2017,KWP Rzeszów,580,13-18,34,Attempted,Female,116,183901,0.003153870832676277
2017,KWP Szczecin,466,13-18,22,Attempted,Female,96,404461,0.0011521506399875389
2017,KSP Warszawa,461,13-18,18,Attempted,Female,77,1790658,2.574472624029826e-4
2017,KWP Radom,643,13-18,44,Attempted,Female,106,213715,0.003008679783824252
2017,KWP Wrocław,782,13-18,47,Attempted,Female,146,638659,0.0012244405856646505
2017,Polska,11139,13-18,702,Attempted,Female,2623,NA,NA
2018,KWP Bydgoszcz,413,13-18,22,Attempted,Female,84,354006,0.0011666468929905143
2018,KWP Białystok,346,13-18,26,Attempted,Female,74,293407,0.0011792493021638884
2018,KWP Gdańsk,569,13-18,58,Attempted,Female,147,582205,9.773189855806802e-4
2018,KWP Gorzów Wlkp.,294,13-18,14,Attempted,Female,66,122141,0.0024070541423436846
2018,KWP Katowice,1686,13-18,117,Attempted,Female,497,302397,0.005575452137421998
2018,KWP Kielce,517,13-18,42,Attempted,Female,135,195942,0.0026385358932745403
2018,KWP Kraków,1033,13-18,77,Attempted,Female,326,766683,0.001347362599666355
2018,KWP Łódź,1240,13-18,82,Attempted,Female,381,696708,0.0017797987105071277
2018,KWP Lublin,612,13-18,42,Attempted,Female,136,342039,0.0017892696446896407
2018,KWP Olsztyn,546,13-18,35,Attempted,Female,106,173718,0.003143024902428073
2018,KWP Opole,210,13-18,14,Attempted,Female,47,118303,0.0017751029137046397
2018,KWP Poznań,706,13-18,42,Attempted,Female,129,540365,0.0013065242937644
2018,KWP Rzeszów,592,13-18,44,Attempted,Female,138,183901,0.0032191233326626825
2018,KWP Szczecin,421,13-18,23,Attempted,Female,78,404461,0.0010408914580144935
2018,KSP Warszawa,497,13-18,27,Attempted,Female,106,1790658,2.775516039355365e-4
2018,KWP Radom,626,13-18,35,Attempted,Female,116,213715,0.002929134595138385
2018,KWP Wrocław,859,13-18,46,Attempted,Female,237,638659,0.0013450057072710163
2018,Polska,11167,13-18,746,Attempted,Female,2803,NA,NA
2019,KWP Bydgoszcz,401,13-18,21,Attempted,Female,76,354006,0.0011327491624435744
2019,KWP Białystok,461,13-18,46,Attempted,Female,133,293407,0.0015711963245594004
2019,KWP Gdańsk,675,13-18,68,Attempted,Female,198,582205,0.0011593854398364836
2019,KWP Gorzów Wlkp.,369,13-18,23,Attempted,Female,79,122141,0.0030210985664109514
2019,KWP Katowice,1620,13-18,137,Attempted,Female,529,302397,0.005357196003928611
2019,KWP Kielce,512,13-18,45,Attempted,Female,153,195942,0.0026130181380204344
2019,KWP Kraków,1075,13-18,96,Attempted,Female,317,766683,0.0014021440412791207
2019,KWP Łódź,1252,13-18,97,Attempted,Female,400,696708,0.0017970225689959065
2019,KWP Lublin,667,13-18,58,Attempted,Female,162,342039,0.0019500700212548862
2019,KWP Olsztyn,611,13-18,40,Attempted,Female,130,173718,0.0035171945336695105
2019,KWP Opole,215,13-18,9,Attempted,Female,45,118303,0.0018173672687928455
2019,KWP Poznań,747,13-18,42,Attempted,Female,144,540365,0.001382398934053834
2019,KWP Rzeszów,545,13-18,49,Attempted,Female,133,183901,0.0029635510410492604
2019,KWP Szczecin,526,13-18,30,Attempted,Female,131,404461,0.0013004962159515999
2019,KSP Warszawa,517,13-18,32,Attempted,Female,133,1790658,2.887206825647332e-4
2019,KWP Radom,672,13-18,37,Attempted,Female,115,213715,0.003144374517464848
2019,KWP Wrocław,1096,13-18,75,Attempted,Female,299,638659,0.0017160957568906098
2019,Polska,11961,13-18,905,Attempted,Female,3177,NA,NA
2020,KWP Bydgoszcz,396,13-18,19,Attempted,Female,79,354006,0.0011186251080490162
2020,KWP Białystok,498,13-18,32,Attempted,Female,117,293407,0.0016973010187214348
2020,KWP Gdańsk,724,13-18,80,Attempted,Female,224,582205,0.0012435482347283174
2020,KWP Gorzów Wlkp.,315,13-18,16,Attempted,Female,75,122141,0.0025789865810825195
2020,KWP Katowice,1709,13-18,126,Attempted,Female,527,302397,0.005651511093033331
2020,KWP Kielce,533,13-18,36,Attempted,Female,147,195942,0.002720192710087679
2020,KWP Kraków,1148,13-18,76,Attempted,Female,342,766683,0.001497359404082261
2020,KWP Łódź,1263,13-18,82,Attempted,Female,421,696708,0.0018128111059439536
2020,KWP Lublin,626,13-18,54,Attempted,Female,154,342039,0.0018302006496335214
2020,KWP Olsztyn,566,13-18,38,Attempted,Female,133,173718,0.0032581540197331306
2020,KWP Opole,194,13-18,15,Attempted,Female,49,118303,0.0016398569774223816
2020,KWP Poznań,746,13-18,32,Attempted,Female,144,540365,0.001380548333071165
2020,KWP Rzeszów,580,13-18,42,Attempted,Female,144,183901,0.003153870832676277
2020,KWP Szczecin,529,13-18,37,Attempted,Female,129,404461,0.0013079134947498027
2020,KSP Warszawa,548,13-18,38,Attempted,Female,139,1790658,3.06032754439988e-4
2020,KWP Radom,654,13-18,41,Attempted,Female,143,213715,0.003060150200032754
2020,KWP Wrocław,984,13-18,50,Attempted,Female,249,638659,0.0015407283072813504
2020,Polska,12013,13-18,814,Attempted,Female,3216,NA,NA
2021,KWP Bydgoszcz,448,13-18,38,Attempted,Female,111,354006,0.0012655152737524222
2021,KWP Białystok,542,13-18,53,Attempted,Female,153,293407,0.001847263357724935
2021,KWP Gdańsk,1675,13-18,291,Attempted,Female,639,582205,0.0028769934988534967
2021,KWP Gorzów Wlkp.,333,13-18,15,Attempted,Female,89,122141,0.0027263572428586633
2021,KWP Katowice,1806,13-18,196,Attempted,Female,624,302397,0.005972281471046339
2021,KWP Kielce,528,13-18,55,Attempted,Female,159,195942,0.002694674954833573
2021,KWP Kraków,1217,13-18,154,Attempted,Female,422,766683,0.0015873574867318043
2021,KWP Łódź,1351,13-18,109,Attempted,Female,487,696708,0.0019391194015283303
2021,KWP Lublin,726,13-18,64,Attempted,Female,224,342039,0.0021225649706612406
2021,KWP Olsztyn,585,13-18,53,Attempted,Female,195,173718,0.0033675266811729354
2021,KWP Opole,226,13-18,13,Attempted,Female,40,118303,0.001910348849986898
2021,KWP Poznań,806,13-18,49,Attempted,Female,171,540365,0.0014915843920313122
2021,KWP Rzeszów,631,13-18,53,Attempted,Female,149,183901,0.0034311939576185013
2021,KWP Szczecin,594,13-18,75,Attempted,Female,191,404461,0.001468621202044202
2021,KSP Warszawa,621,13-18,45,Attempted,Female,161,1790658,3.467998914365557e-4
2021,KWP Radom,675,13-18,52,Attempted,Female,146,213715,0.0031584119037035303
2021,KWP Wrocław,1034,13-18,96,Attempted,Female,331,638659,0.0016190173472854842
2021,Polska,13798,13-18,1411,Attempted,Female,4292,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,13-18,NA,Attempted,Female,NA,NA,NA
2017,KWP Bydgoszcz,385,19-24,45,Attempted,Female,69,354006,0.001087552188380988
2017,KWP Białystok,348,19-24,35,Attempted,Female,91,293407,0.0011860657721185928
2017,KWP Gdańsk,587,19-24,69,Attempted,Female,154,582205,0.0010082359306429866
2017,KWP Gorzów Wlkp.,288,19-24,37,Attempted,Female,55,122141,0.0023579305884183035
2017,KWP Katowice,1667,19-24,151,Attempted,Female,504,302397,0.005512620826264811
2017,KWP Kielce,610,19-24,59,Attempted,Female,138,195942,0.0031131661410009085
2017,KWP Kraków,1023,19-24,112,Attempted,Female,307,766683,0.001334319399282363
2017,KWP Łódź,1267,19-24,137,Attempted,Female,359,696708,0.0018185523921068797
2017,KWP Lublin,557,19-24,55,Attempted,Female,107,342039,0.001628469268124395
2017,KWP Olsztyn,563,19-24,71,Attempted,Female,137,173718,0.003240884652137372
2017,KWP Opole,234,19-24,23,Attempted,Female,44,118303,0.0019779718181280274
2017,KWP Poznań,678,19-24,64,Attempted,Female,117,540365,0.0012547074662496646
2017,KWP Rzeszów,580,19-24,60,Attempted,Female,116,183901,0.003153870832676277
2017,KWP Szczecin,466,19-24,53,Attempted,Female,96,404461,0.0011521506399875389
2017,KSP Warszawa,461,19-24,41,Attempted,Female,77,1790658,2.574472624029826e-4
2017,KWP Radom,643,19-24,52,Attempted,Female,106,213715,0.003008679783824252
2017,KWP Wrocław,782,19-24,79,Attempted,Female,146,638659,0.0012244405856646505
2017,Polska,11139,19-24,1143,Attempted,Female,2623,NA,NA
2018,KWP Bydgoszcz,413,19-24,45,Attempted,Female,84,354006,0.0011666468929905143
2018,KWP Białystok,346,19-24,43,Attempted,Female,74,293407,0.0011792493021638884
2018,KWP Gdańsk,569,19-24,55,Attempted,Female,147,582205,9.773189855806802e-4
2018,KWP Gorzów Wlkp.,294,19-24,31,Attempted,Female,66,122141,0.0024070541423436846
2018,KWP Katowice,1686,19-24,170,Attempted,Female,497,302397,0.005575452137421998
2018,KWP Kielce,517,19-24,53,Attempted,Female,135,195942,0.0026385358932745403
2018,KWP Kraków,1033,19-24,109,Attempted,Female,326,766683,0.001347362599666355
2018,KWP Łódź,1240,19-24,152,Attempted,Female,381,696708,0.0017797987105071277
2018,KWP Lublin,612,19-24,53,Attempted,Female,136,342039,0.0017892696446896407
2018,KWP Olsztyn,546,19-24,66,Attempted,Female,106,173718,0.003143024902428073
2018,KWP Opole,210,19-24,17,Attempted,Female,47,118303,0.0017751029137046397
2018,KWP Poznań,706,19-24,60,Attempted,Female,129,540365,0.0013065242937644
2018,KWP Rzeszów,592,19-24,53,Attempted,Female,138,183901,0.0032191233326626825
2018,KWP Szczecin,421,19-24,52,Attempted,Female,78,404461,0.0010408914580144935
2018,KSP Warszawa,497,19-24,40,Attempted,Female,106,1790658,2.775516039355365e-4
2018,KWP Radom,626,19-24,63,Attempted,Female,116,213715,0.002929134595138385
2018,KWP Wrocław,859,19-24,81,Attempted,Female,237,638659,0.0013450057072710163
2018,Polska,11167,19-24,1143,Attempted,Female,2803,NA,NA
2019,KWP Bydgoszcz,401,19-24,48,Attempted,Female,76,354006,0.0011327491624435744
2019,KWP Białystok,461,19-24,41,Attempted,Female,133,293407,0.0015711963245594004
2019,KWP Gdańsk,675,19-24,71,Attempted,Female,198,582205,0.0011593854398364836
2019,KWP Gorzów Wlkp.,369,19-24,31,Attempted,Female,79,122141,0.0030210985664109514
2019,KWP Katowice,1620,19-24,191,Attempted,Female,529,302397,0.005357196003928611
2019,KWP Kielce,512,19-24,44,Attempted,Female,153,195942,0.0026130181380204344
2019,KWP Kraków,1075,19-24,107,Attempted,Female,317,766683,0.0014021440412791207
2019,KWP Łódź,1252,19-24,141,Attempted,Female,400,696708,0.0017970225689959065
2019,KWP Lublin,667,19-24,60,Attempted,Female,162,342039,0.0019500700212548862
2019,KWP Olsztyn,611,19-24,81,Attempted,Female,130,173718,0.0035171945336695105
2019,KWP Opole,215,19-24,20,Attempted,Female,45,118303,0.0018173672687928455
2019,KWP Poznań,747,19-24,54,Attempted,Female,144,540365,0.001382398934053834
2019,KWP Rzeszów,545,19-24,47,Attempted,Female,133,183901,0.0029635510410492604
2019,KWP Szczecin,526,19-24,54,Attempted,Female,131,404461,0.0013004962159515999
2019,KSP Warszawa,517,19-24,40,Attempted,Female,133,1790658,2.887206825647332e-4
2019,KWP Radom,672,19-24,61,Attempted,Female,115,213715,0.003144374517464848
2019,KWP Wrocław,1096,19-24,135,Attempted,Female,299,638659,0.0017160957568906098
2019,Polska,11961,19-24,1226,Attempted,Female,3177,NA,NA
2020,KWP Bydgoszcz,396,19-24,39,Attempted,Female,79,354006,0.0011186251080490162
2020,KWP Białystok,498,19-24,57,Attempted,Female,117,293407,0.0016973010187214348
2020,KWP Gdańsk,724,19-24,74,Attempted,Female,224,582205,0.0012435482347283174
2020,KWP Gorzów Wlkp.,315,19-24,37,Attempted,Female,75,122141,0.0025789865810825195
2020,KWP Katowice,1709,19-24,209,Attempted,Female,527,302397,0.005651511093033331
2020,KWP Kielce,533,19-24,46,Attempted,Female,147,195942,0.002720192710087679
2020,KWP Kraków,1148,19-24,120,Attempted,Female,342,766683,0.001497359404082261
2020,KWP Łódź,1263,19-24,131,Attempted,Female,421,696708,0.0018128111059439536
2020,KWP Lublin,626,19-24,70,Attempted,Female,154,342039,0.0018302006496335214
2020,KWP Olsztyn,566,19-24,54,Attempted,Female,133,173718,0.0032581540197331306
2020,KWP Opole,194,19-24,21,Attempted,Female,49,118303,0.0016398569774223816
2020,KWP Poznań,746,19-24,63,Attempted,Female,144,540365,0.001380548333071165
2020,KWP Rzeszów,580,19-24,60,Attempted,Female,144,183901,0.003153870832676277
2020,KWP Szczecin,529,19-24,50,Attempted,Female,129,404461,0.0013079134947498027
2020,KSP Warszawa,548,19-24,61,Attempted,Female,139,1790658,3.06032754439988e-4
2020,KWP Radom,654,19-24,50,Attempted,Female,143,213715,0.003060150200032754
2020,KWP Wrocław,984,19-24,100,Attempted,Female,249,638659,0.0015407283072813504
2020,Polska,12013,19-24,1242,Attempted,Female,3216,NA,NA
2021,KWP Bydgoszcz,448,19-24,41,Attempted,Female,111,354006,0.0012655152737524222
2021,KWP Białystok,542,19-24,68,Attempted,Female,153,293407,0.001847263357724935
2021,KWP Gdańsk,1675,19-24,253,Attempted,Female,639,582205,0.0028769934988534967
2021,KWP Gorzów Wlkp.,333,19-24,37,Attempted,Female,89,122141,0.0027263572428586633
2021,KWP Katowice,1806,19-24,212,Attempted,Female,624,302397,0.005972281471046339
2021,KWP Kielce,528,19-24,52,Attempted,Female,159,195942,0.002694674954833573
2021,KWP Kraków,1217,19-24,145,Attempted,Female,422,766683,0.0015873574867318043
2021,KWP Łódź,1351,19-24,154,Attempted,Female,487,696708,0.0019391194015283303
2021,KWP Lublin,726,19-24,69,Attempted,Female,224,342039,0.0021225649706612406
2021,KWP Olsztyn,585,19-24,61,Attempted,Female,195,173718,0.0033675266811729354
2021,KWP Opole,226,19-24,22,Attempted,Female,40,118303,0.001910348849986898
2021,KWP Poznań,806,19-24,80,Attempted,Female,171,540365,0.0014915843920313122
2021,KWP Rzeszów,631,19-24,79,Attempted,Female,149,183901,0.0034311939576185013
2021,KWP Szczecin,594,19-24,56,Attempted,Female,191,404461,0.001468621202044202
2021,KSP Warszawa,621,19-24,78,Attempted,Female,161,1790658,3.467998914365557e-4
